event_id,timestamp,user_id,username,role,department,privilege_level,record_limit,records_accessed,access_type,device_type,location,session_duration_min,external_emails_sent,off_hours_access,bulk_download_flag,unauthorized_access,usb_connected,failed_auth_attempts,vpn_usage,is_malicious,hour,day_of_week,is_weekend,avg_records_per_session,max_records_session,total_events,off_hours_ratio,bulk_download_ratio,external_email_ratio,avg_session_duration,usb_usage_count,failed_auth_ratio,unique_access_types,vpn_ratio,weekend_access_ratio,unauthorized_ratio,external_email_count,records_over_limit,session_anomaly_score,after_midnight,privilege_risk,device_risk,location_risk,access_type_risk
EVT002345,2024-01-01 11:58:53,USR0081,anthonysara,Nurse,Emergency,medium,15,15,view,laptop,vpn,61,0,0,0,0,0,1,1,0,11,0,0,7.454545454545454,15,22,0.2727272727272727,0.0,0.0,60.0,0,0.45454545454545453,3,0.22727272727272727,0.2727272727272727,0.0,0,1.0,0,0,0.5,0.3,0.4,0.1
EVT000577,2024-01-01 11:59:02,USR0021,amandaaguirre,Admin,Radiology,high,50,44,download,tablet,office,20,0,0,1,0,0,0,0,0,11,0,0,26.575757575757574,50,33,0.2727272727272727,0.12121212121212122,0.0,69.21212121212122,0,0.5454545454545454,5,0.15151515151515152,0.2727272727272727,0.0,0,0.88,0,0,1.0,0.5,0.1,0.8
EVT003679,2024-01-01 12:09:27,USR0139,tbowen,Doctor,Pediatrics,high,20,2,download,tablet,remote,25,5,0,0,0,0,1,0,1,12,0,0,25.054545454545455,80,55,0.6181818181818182,0.509090909090909,0.21818181818181817,17.636363636363637,28,1.3636363636363635,6,0.16363636363636364,0.2909090909090909,0.38181818181818183,111,0.1,0,0,1.0,0.5,0.6,0.8
EVT001304,2024-01-01 12:57:32,USR0047,kimberlyschneider,ITSupport,Cardiology,medium,10,8,view,workstation,remote,101,0,0,0,0,0,1,0,0,12,0,0,6.147058823529412,10,34,0.38235294117647056,0.0,0.0,68.47058823529412,0,0.5294117647058824,6,0.11764705882352941,0.38235294117647056,0.0,0,0.8,0,0,0.5,0.1,0.6,0.1
EVT002167,2024-01-01 12:58:15,USR0074,williamschristina,Nurse,Pediatrics,medium,15,5,view,workstation,remote,47,0,0,0,0,0,0,0,0,12,0,0,6.852941176470588,15,34,0.4117647058823529,0.029411764705882353,0.0,69.76470588235294,1,0.5,4,0.11764705882352941,0.4117647058823529,0.0,0,0.3333333333333333,0,0,0.5,0.1,0.6,0.1
EVT003222,2024-01-01 13:01:14,USR0119,donald97,Admin,Pharmacy,high,50,11,view,laptop,office,23,0,0,0,0,0,0,0,0,13,0,0,19.529411764705884,47,17,0.35294117647058826,0.0,0.0,68.41176470588235,0,0.47058823529411764,3,0.29411764705882354,0.35294117647058826,0.0,0,0.22,0,0,1.0,0.3,0.1,0.1
EVT000192,2024-01-01 13:08:53,USR0007,angela84,Nurse,Neurology,medium,15,11,view,laptop,office,79,0,0,0,0,0,1,0,0,13,0,0,8.0,15,36,0.4444444444444444,0.027777777777777776,0.0,70.91666666666667,0,0.3888888888888889,4,0.16666666666666666,0.4444444444444444,0.0,0,0.7333333333333333,0,0,0.5,0.3,0.1,0.1
EVT001239,2024-01-01 14:10:22,USR0044,ecortez,Nurse,Pharmacy,medium,15,2,view,laptop,office,75,0,0,0,0,0,1,0,0,14,0,0,7.387096774193548,15,31,0.22580645161290322,0.03225806451612903,0.0,70.74193548387096,0,0.4838709677419355,6,0.06451612903225806,0.22580645161290322,0.0,0,0.13333333333333333,0,0,0.5,0.3,0.1,0.1
EVT001905,2024-01-01 14:16:57,USR0065,cgriffith,Receptionist,Administration,low,5,1,print,workstation,office,106,0,0,0,0,0,1,0,0,14,0,0,2.878787878787879,5,33,0.24242424242424243,0.0,0.0,78.42424242424242,1,0.5454545454545454,5,0.12121212121212122,0.24242424242424243,0.0,0,0.2,0,0,0.2,0.1,0.1,0.5
EVT003027,2024-01-01 14:35:39,USR0112,wsanchez,Nurse,Administration,medium,15,13,download,laptop,remote,25,0,0,1,0,0,0,0,0,14,0,0,9.08108108108108,15,37,0.1891891891891892,0.02702702702702703,0.0,74.24324324324324,1,0.5675675675675675,5,0.10810810810810811,0.1891891891891892,0.0,0,0.8666666666666667,0,0,0.5,0.3,0.6,0.8
EVT002011,2024-01-01 14:42:20,USR0068,heather04,Doctor,Administration,high,20,8,print,mobile,remote,98,0,0,0,0,0,1,0,0,14,0,0,9.4375,19,32,0.34375,0.0,0.0,59.46875,0,0.34375,4,0.0625,0.34375,0.0,0,0.4,0,0,1.0,0.7,0.6,0.5
EVT002271,2024-01-01 14:59:00,USR0078,renee83,Doctor,Cardiology,high,20,7,view,workstation,vpn,119,0,0,0,0,0,1,1,0,14,0,0,11.0625,20,16,0.25,0.0,0.0,77.6875,1,0.25,5,0.1875,0.25,0.0,0,0.35,0,0,1.0,0.1,0.4,0.1
EVT003773,2024-01-01 15:34:20,USR0142,katherineli,ITSupport,Cardiology,medium,10,6,view,workstation,office,114,0,0,0,0,0,1,0,0,15,0,0,6.0,10,10,0.5,0.0,0.0,65.7,0,0.5,3,0.1,0.5,0.0,0,0.6,0,0,0.5,0.1,0.1,0.1
EVT003515,2024-01-01 15:44:37,USR0132,perryregina,Receptionist,Emergency,low,5,3,view,workstation,vpn,19,0,0,0,0,0,0,1,0,15,0,0,2.8181818181818183,5,11,0.5454545454545454,0.0,0.0,80.45454545454545,0,0.18181818181818182,3,0.18181818181818182,0.5454545454545454,0.0,0,0.6,0,0,0.2,0.1,0.4,0.1
EVT001526,2024-01-01 15:51:06,USR0056,allenderek,ITSupport,Emergency,medium,10,8,view,workstation,vpn,45,0,0,0,0,0,1,1,0,15,0,0,5.67741935483871,10,31,0.1935483870967742,0.0,0.0,67.12903225806451,1,0.5161290322580645,6,0.12903225806451613,0.1935483870967742,0.0,0,0.8,0,0,0.5,0.1,0.4,0.1
EVT002809,2024-01-01 15:57:38,USR0102,elliottsara,ITSupport,Neurology,medium,10,5,view,laptop,office,113,0,0,0,0,0,0,0,0,15,0,0,5.242424242424242,10,33,0.36363636363636365,0.0,0.0,65.57575757575758,1,0.48484848484848486,5,0.06060606060606061,0.36363636363636365,0.0,0,0.5,0,0,0.5,0.3,0.1,0.1
EVT003034,2024-01-01 16:17:49,USR0112,wsanchez,Nurse,Administration,medium,15,10,print,workstation,office,103,0,0,0,0,0,0,0,0,16,0,0,9.08108108108108,15,37,0.1891891891891892,0.02702702702702703,0.0,74.24324324324324,1,0.5675675675675675,5,0.10810810810810811,0.1891891891891892,0.0,0,0.6666666666666666,0,0,0.5,0.1,0.1,0.5
EVT000929,2024-01-01 16:29:21,USR0033,tmckinney,Doctor,IT,high,20,10,view,workstation,vpn,38,0,0,0,0,0,1,1,0,16,0,0,9.037037037037036,20,27,0.4074074074074074,0.037037037037037035,0.0,57.74074074074074,1,0.4444444444444444,4,0.18518518518518517,0.4074074074074074,0.0,0,0.5,0,0,1.0,0.1,0.4,0.1
EVT003303,2024-01-01 17:58:31,USR0123,cunninghamvicki,Doctor,Pharmacy,high,20,9,view,workstation,office,46,0,0,0,0,0,1,0,0,17,0,0,10.777777777777779,18,18,0.3888888888888889,0.05555555555555555,0.0,61.388888888888886,2,0.5,5,0.16666666666666666,0.3888888888888889,0.0,0,0.45,0,0,1.0,0.1,0.1,0.1
EVT000228,2024-01-01 18:13:13,USR0009,amanda42,Doctor,Pharmacy,high,20,9,edit,laptop,office,28,0,0,0,0,0,0,0,0,18,0,0,8.714285714285714,20,21,0.3333333333333333,0.0,0.0,67.85714285714286,1,0.47619047619047616,4,0.047619047619047616,0.3333333333333333,0.0,0,0.45,0,0,1.0,0.3,0.1,0.3
EVT002125,2024-01-01 18:15:25,USR0073,adriana75,Nurse,Administration,medium,15,3,edit,mobile,vpn,23,0,0,0,0,0,1,1,0,18,0,0,7.914285714285715,14,35,0.3142857142857143,0.02857142857142857,0.0,65.82857142857142,0,0.37142857142857144,5,0.17142857142857143,0.3142857142857143,0.0,0,0.2,0,0,0.5,0.7,0.4,0.3
EVT001758,2024-01-01 22:39:07,USR0062,cnavarro,ITSupport,Emergency,medium,10,9,export,workstation,unknown,20,0,1,0,0,0,6,0,1,22,0,0,13.72,38,75,0.6533333333333333,0.21333333333333335,0.30666666666666664,18.213333333333335,37,2.013333333333333,6,0.25333333333333335,0.29333333333333333,0.36,200,0.9,0,0,0.5,0.1,1.0,0.9
EVT000793,2024-01-02 00:48:17,USR0028,tmorrison,Doctor,Radiology,high,20,12,download,external_usb,unknown,30,0,1,1,0,1,1,0,1,0,1,0,26.855263157894736,78,76,0.6710526315789473,0.4868421052631579,0.35526315789473684,18.013157894736842,38,1.2763157894736843,6,0.18421052631578946,0.27631578947368424,0.40789473684210525,220,0.6,0,1,1.0,1.0,1.0,0.8
EVT002112,2024-01-02 07:00:13,USR0072,kendra34,Nurse,Radiology,medium,15,1,edit,laptop,remote,66,0,0,0,0,0,0,0,0,7,1,0,7.096774193548387,14,31,0.25806451612903225,0.0,0.0,68.3225806451613,0,0.45161290322580644,6,0.0967741935483871,0.25806451612903225,0.0,0,0.06666666666666667,0,0,0.5,0.3,0.6,0.3
EVT001012,2024-01-02 07:09:50,USR0036,alexisbell,Nurse,Emergency,medium,15,6,download,workstation,remote,55,0,0,0,0,0,1,0,0,7,1,0,7.914285714285715,15,35,0.17142857142857143,0.05714285714285714,0.0,63.6,0,0.4857142857142857,6,0.2,0.17142857142857143,0.0,0,0.4,0,0,0.5,0.1,0.6,0.8
EVT002495,2024-01-02 07:15:45,USR0088,williamsandrew,Nurse,Cardiology,medium,15,7,view,workstation,unknown,96,0,0,0,0,0,1,0,0,7,1,0,8.606060606060606,15,33,0.3333333333333333,0.030303030303030304,0.0,63.21212121212121,1,0.5757575757575758,6,0.09090909090909091,0.3333333333333333,0.0,0,0.4666666666666667,0,0,0.5,0.1,1.0,0.1
EVT000252,2024-01-02 07:44:21,USR0010,cmcbride,Doctor,Radiology,high,20,4,delete,workstation,office,24,0,0,0,0,0,0,0,0,7,1,0,9.931034482758621,20,29,0.3448275862068966,0.06896551724137931,0.0,69.55172413793103,0,0.3448275862068966,5,0.1724137931034483,0.3448275862068966,0.0,0,0.2,0,0,1.0,0.1,0.1,1.0
EVT001862,2024-01-02 07:54:58,USR0064,elizabethchambers,Doctor,IT,high,20,4,view,laptop,office,75,0,0,0,0,0,1,0,0,7,1,0,9.771428571428572,19,35,0.2,0.02857142857142857,0.0,62.42857142857143,2,0.6,6,0.17142857142857143,0.2,0.0,0,0.2,0,0,1.0,0.3,0.1,0.1
EVT003192,2024-01-02 08:09:16,USR0117,tonya08,Nurse,Pediatrics,medium,15,11,view,mobile,vpn,52,0,0,0,0,0,1,1,0,8,1,0,8.029411764705882,15,34,0.5,0.058823529411764705,0.0,68.47058823529412,2,0.5882352941176471,5,0.11764705882352941,0.5,0.0,0,0.7333333333333333,0,0,0.5,0.7,0.4,0.1
EVT001606,2024-01-02 08:21:41,USR0057,thompsonmaxwell,Receptionist,Administration,low,5,20,view,laptop,unknown,13,7,0,0,1,0,1,0,1,8,1,0,6.8493150684931505,20,73,0.726027397260274,0.1506849315068493,0.3972602739726027,16.84931506849315,41,1.6575342465753424,6,0.2054794520547945,0.2465753424657534,0.3835616438356164,263,4.0,0,0,0.2,0.3,1.0,0.1
EVT003433,2024-01-02 08:35:57,USR0128,bryanjohnson,Nurse,Neurology,medium,15,10,view,mobile,office,117,0,0,0,0,0,1,0,0,8,1,0,8.777777777777779,13,18,0.16666666666666666,0.05555555555555555,0.0,64.44444444444444,0,0.4444444444444444,5,0.05555555555555555,0.16666666666666666,0.0,0,0.6666666666666666,0,0,0.5,0.7,0.1,0.1
EVT001151,2024-01-02 09:07:26,USR0041,calvinwhite,Receptionist,Oncology,low,5,3,edit,laptop,office,27,0,0,0,0,0,0,0,0,9,1,0,3.1666666666666665,5,12,0.25,0.0,0.0,64.0,0,0.3333333333333333,2,0.0,0.25,0.0,0,0.6,0,0,0.2,0.3,0.1,0.3
EVT002266,2024-01-02 09:41:16,USR0078,renee83,Doctor,Cardiology,high,20,10,view,laptop,office,65,0,0,0,0,0,0,0,0,9,1,0,11.0625,20,16,0.25,0.0,0.0,77.6875,1,0.25,5,0.1875,0.25,0.0,0,0.5,0,0,1.0,0.3,0.1,0.1
EVT003469,2024-01-02 10:00:54,USR0130,wmcguire,ITSupport,Radiology,medium,10,2,view,mobile,office,32,0,0,0,0,0,0,0,0,10,1,0,5.5,10,26,0.2692307692307692,0.0,0.0,76.0,0,0.5,4,0.11538461538461539,0.2692307692307692,0.0,0,0.2,0,0,0.5,0.7,0.1,0.1
EVT003121,2024-01-02 10:12:48,USR0114,nbartlett,Doctor,Neurology,high,20,6,view,workstation,office,17,0,0,0,0,0,1,0,0,10,1,0,10.297297297297296,20,37,0.21621621621621623,0.05405405405405406,0.0,62.75675675675676,0,0.6756756756756757,5,0.10810810810810811,0.21621621621621623,0.0,0,0.3,0,0,1.0,0.1,0.1,0.1
EVT003284,2024-01-02 10:13:54,USR0122,qgonzalez,Doctor,Radiology,high,20,1,view,workstation,office,17,0,0,0,0,0,1,0,0,10,1,0,10.5,19,14,0.35714285714285715,0.0,0.0,58.42857142857143,0,0.7857142857142857,2,0.21428571428571427,0.35714285714285715,0.0,0,0.05,0,0,1.0,0.1,0.1,0.1
EVT001223,2024-01-02 10:40:23,USR0044,ecortez,Nurse,Pharmacy,medium,15,8,view,laptop,office,102,0,0,0,0,0,0,0,0,10,1,0,7.387096774193548,15,31,0.22580645161290322,0.03225806451612903,0.0,70.74193548387096,0,0.4838709677419355,6,0.06451612903225806,0.22580645161290322,0.0,0,0.5333333333333333,0,0,0.5,0.3,0.1,0.1
EVT002180,2024-01-02 11:06:14,USR0074,williamschristina,Nurse,Pediatrics,medium,15,12,view,workstation,vpn,59,0,0,0,0,0,0,1,0,11,1,0,6.852941176470588,15,34,0.4117647058823529,0.029411764705882353,0.0,69.76470588235294,1,0.5,4,0.11764705882352941,0.4117647058823529,0.0,0,0.8,0,0,0.5,0.1,0.4,0.1
EVT001385,2024-01-02 11:15:01,USR0050,qanderson,Receptionist,Radiology,low,5,5,view,workstation,office,87,0,0,0,0,0,0,0,0,11,1,0,3.1379310344827585,5,29,0.3448275862068966,0.0,0.0,77.51724137931035,0,0.5172413793103449,5,0.13793103448275862,0.3448275862068966,0.0,0,1.0,0,0,0.2,0.1,0.1,0.1
EVT000543,2024-01-02 11:26:14,USR0020,jill88,Nurse,IT,medium,15,12,edit,workstation,office,37,0,0,0,0,0,1,0,0,11,1,0,9.125,14,16,0.375,0.0,0.0,77.75,0,0.5625,5,0.125,0.375,0.0,0,0.8,0,0,0.5,0.1,0.1,0.3
EVT003619,2024-01-02 11:28:13,USR0136,mckinneypamela,Pharmacist,Neurology,medium,8,2,delete,laptop,vpn,82,0,0,0,0,0,0,1,0,11,1,0,4.657894736842105,8,38,0.3684210526315789,0.0,0.0,64.73684210526316,1,0.42105263157894735,6,0.23684210526315788,0.3684210526315789,0.0,0,0.25,0,0,0.5,0.3,0.4,1.0
EVT002062,2024-01-02 11:29:01,USR0071,msmith,Admin,Emergency,high,50,11,view,workstation,office,113,0,0,0,0,0,1,0,0,11,1,0,22.806451612903224,50,31,0.3225806451612903,0.0,0.0,54.903225806451616,0,0.5806451612903226,4,0.12903225806451613,0.3225806451612903,0.0,0,0.22,0,0,1.0,0.1,0.1,0.1
EVT001131,2024-01-02 11:51:43,USR0040,angelica78,Nurse,Oncology,medium,15,5,view,workstation,office,58,0,0,0,0,0,1,0,0,11,1,0,7.0,15,21,0.23809523809523808,0.047619047619047616,0.0,62.285714285714285,0,0.47619047619047616,6,0.14285714285714285,0.23809523809523808,0.0,0,0.3333333333333333,0,0,0.5,0.1,0.1,0.1
EVT001545,2024-01-02 12:03:32,USR0056,allenderek,ITSupport,Emergency,medium,10,1,view,laptop,office,16,0,0,0,0,0,1,0,0,12,1,0,5.67741935483871,10,31,0.1935483870967742,0.0,0.0,67.12903225806451,1,0.5161290322580645,6,0.12903225806451613,0.1935483870967742,0.0,0,0.1,0,0,0.5,0.3,0.1,0.1
EVT002330,2024-01-02 12:06:17,USR0081,anthonysara,Nurse,Emergency,medium,15,4,edit,workstation,office,28,0,0,0,0,0,1,0,0,12,1,0,7.454545454545454,15,22,0.2727272727272727,0.0,0.0,60.0,0,0.45454545454545453,3,0.22727272727272727,0.2727272727272727,0.0,0,0.26666666666666666,0,0,0.5,0.1,0.1,0.3
EVT002294,2024-01-02 12:12:43,USR0079,ralphspencer,Doctor,Cardiology,high,20,11,view,workstation,office,91,0,0,0,0,0,1,0,0,12,1,0,9.606060606060606,20,33,0.24242424242424243,0.0,0.0,63.57575757575758,1,0.5454545454545454,5,0.06060606060606061,0.24242424242424243,0.0,0,0.55,0,0,1.0,0.1,0.1,0.1
EVT001742,2024-01-02 12:48:00,USR0061,russell44,Nurse,Oncology,medium,15,7,view,workstation,remote,38,0,0,0,0,0,0,0,0,12,1,0,8.783783783783784,15,37,0.24324324324324326,0.08108108108108109,0.0,62.5945945945946,0,0.5135135135135135,5,0.05405405405405406,0.24324324324324326,0.0,0,0.4666666666666667,0,0,0.5,0.1,0.6,0.1
EVT002149,2024-01-02 12:48:37,USR0073,adriana75,Nurse,Administration,medium,15,9,view,mobile,vpn,118,0,0,0,0,0,0,1,0,12,1,0,7.914285714285715,14,35,0.3142857142857143,0.02857142857142857,0.0,65.82857142857142,0,0.37142857142857144,5,0.17142857142857143,0.3142857142857143,0.0,0,0.6,0,0,0.5,0.7,0.4,0.1
EVT003377,2024-01-02 12:54:21,USR0126,kristinegarcia,Doctor,Oncology,high,20,10,view,workstation,office,76,0,0,0,0,0,0,0,0,12,1,0,11.542857142857143,20,35,0.2857142857142857,0.11428571428571428,0.0,57.74285714285714,0,0.6285714285714286,4,0.11428571428571428,0.2857142857142857,0.0,0,0.5,0,0,1.0,0.1,0.1,0.1
EVT000979,2024-01-02 13:09:48,USR0035,david27,Doctor,Neurology,high,20,67,download,external_usb,unknown,20,0,0,1,1,1,0,0,1,13,1,0,27.933333333333334,76,30,0.6333333333333333,0.3333333333333333,0.36666666666666664,17.2,18,1.6333333333333333,6,0.13333333333333333,0.3,0.4,97,3.35,0,0,1.0,1.0,1.0,0.8
EVT002725,2024-01-02 13:12:26,USR0099,tina50,ITSupport,Pediatrics,medium,10,4,edit,laptop,remote,118,0,0,0,0,0,1,0,0,13,1,0,4.862068965517241,10,29,0.3103448275862069,0.0,0.0,69.65517241379311,0,0.5517241379310345,5,0.10344827586206896,0.3103448275862069,0.0,0,0.4,0,0,0.5,0.3,0.6,0.3
EVT002412,2024-01-02 13:26:25,USR0085,fhurst,Receptionist,Pediatrics,low,5,1,delete,mobile,office,67,0,0,0,0,0,0,0,0,13,1,0,2.9285714285714284,5,14,0.35714285714285715,0.0,0.0,72.35714285714286,0,0.35714285714285715,5,0.14285714285714285,0.35714285714285715,0.0,0,0.2,0,0,0.2,0.7,0.1,1.0
EVT003346,2024-01-02 14:00:51,USR0124,michaelfisher,Doctor,Emergency,high,20,20,view,workstation,office,114,0,0,0,0,0,0,0,0,14,1,0,12.756756756756756,20,37,0.2702702702702703,0.08108108108108109,0.0,67.24324324324324,0,0.3783783783783784,5,0.13513513513513514,0.2702702702702703,0.0,0,1.0,0,0,1.0,0.1,0.1,0.1
EVT001134,2024-01-02 14:02:22,USR0040,angelica78,Nurse,Oncology,medium,15,8,edit,workstation,office,89,0,0,0,0,0,0,0,0,14,1,0,7.0,15,21,0.23809523809523808,0.047619047619047616,0.0,62.285714285714285,0,0.47619047619047616,6,0.14285714285714285,0.23809523809523808,0.0,0,0.5333333333333333,0,0,0.5,0.1,0.1,0.3
EVT002235,2024-01-02 14:47:27,USR0077,steven79,Doctor,Pediatrics,high,20,14,edit,workstation,remote,108,0,0,0,0,0,1,0,0,14,1,0,9.347826086956522,19,23,0.21739130434782608,0.08695652173913043,0.0,60.65217391304348,0,0.6086956521739131,4,0.2608695652173913,0.21739130434782608,0.0,0,0.7,0,0,1.0,0.1,0.6,0.3
EVT003001,2024-01-02 15:16:55,USR0111,htaylor,Doctor,IT,high,20,17,edit,workstation,office,110,0,0,0,0,0,1,0,0,15,1,0,11.483870967741936,20,31,0.3548387096774194,0.12903225806451613,0.0,73.70967741935483,0,0.5161290322580645,6,0.16129032258064516,0.3548387096774194,0.0,0,0.85,0,0,1.0,0.1,0.1,0.3
EVT002681,2024-01-02 15:18:43,USR0097,gilbertjackie,Doctor,Administration,high,20,6,view,workstation,office,42,0,0,0,0,0,1,0,0,15,1,0,9.8,20,15,0.06666666666666667,0.06666666666666667,0.0,64.6,0,0.7333333333333333,5,0.13333333333333333,0.06666666666666667,0.0,0,0.3,0,0,1.0,0.1,0.1,0.1
EVT000580,2024-01-02 15:32:06,USR0022,jessicawhite,Doctor,Radiology,high,20,42,print,laptop,unknown,30,6,0,0,1,0,7,0,1,15,1,0,32.30555555555556,63,36,0.6111111111111112,0.5277777777777778,0.3333333333333333,18.97222222222222,24,2.8055555555555554,6,0.1388888888888889,0.25,0.5555555555555556,102,2.1,0,0,1.0,0.3,1.0,0.5
EVT000407,2024-01-02 15:55:35,USR0016,martinrobert,Nurse,Oncology,medium,15,3,view,workstation,office,83,0,0,0,0,0,0,0,0,15,1,0,9.030303030303031,15,33,0.30303030303030304,0.0,0.0,74.06060606060606,0,0.48484848484848486,6,0.12121212121212122,0.30303030303030304,0.0,0,0.2,0,0,0.5,0.1,0.1,0.1
EVT001916,2024-01-02 16:02:34,USR0066,catherine43,Receptionist,Neurology,low,5,3,export,workstation,office,95,0,0,0,0,0,1,0,0,16,1,0,3.0833333333333335,5,36,0.2777777777777778,0.0,0.0,66.36111111111111,2,0.4722222222222222,6,0.1388888888888889,0.2777777777777778,0.0,0,0.6,0,0,0.2,0.1,0.1,0.9
EVT002438,2024-01-02 16:15:57,USR0086,desireemendoza,Doctor,Pharmacy,high,20,1,edit,workstation,office,84,0,0,0,0,0,1,0,0,16,1,0,11.304347826086957,20,23,0.34782608695652173,0.08695652173913043,0.0,66.1304347826087,0,0.5652173913043478,5,0.043478260869565216,0.34782608695652173,0.0,0,0.05,0,0,1.0,0.1,0.1,0.3
